Institution,Address,City,State,Classification,EFMaleCount,EFFemaleCount,EFTotalCount,STUDENTAID_MEN,STUDENTAID_WOMEN,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,Participants_MEN_Baseball,Participants_MEN_Bskball,Participants_MEN_FldHcky,Participants_MEN_Football,Participants_MEN_Golf,Participants_MEN_IceHcky,Participants_MEN_Lacrsse,Participants_MEN_Soccer,Participants_MEN_Softball,Participants_MEN_Tennis,Participants_MEN_XCountry,Participants_MEN_Vollball,Participants_WOMEN_Baseball,Participants_WOMEN_Bskball,Participants_WOMEN_FldHcky,Participants_WOMEN_Football,Participants_WOMEN_Golf,Participants_WOMEN_IceHcky,Participants_WOMEN_Lacrsse,Participants_WOMEN_Soccer,Participants_WOMEN_Softball,Participants_WOMEN_Tennis,Participants_WOMEN_XCountry,Participants_WOMEN_Vollball,OPEXPPERTEAM_MEN_Baseball,OPEXPPERTEAM_MEN_Bskball,OPEXPPERTEAM_MEN_FldHcky,OPEXPPERTEAM_MEN_Football,OPEXPPERTEAM_MEN_Golf,OPEXPPERTEAM_MEN_IceHcky,OPEXPPERTEAM_MEN_Lacrsse,OPEXPPERTEAM_MEN_Soccer,OPEXPPERTEAM_MEN_Softball,OPEXPPERTEAM_MEN_Tennis,OPEXPPERTEAM_MEN_XCountry,OPEXPPERTEAM_MEN_Vollball,OPEXPPERTEAM_WOMEN_Baseball,OPEXPPERTEAM_WOMEN_Bskball,OPEXPPERTEAM_WOMEN_FldHcky,OPEXPPERTEAM_WOMEN_Football,OPEXPPERTEAM_WOMEN_Golf,OPEXPPERTEAM_WOMEN_IceHcky,OPEXPPERTEAM_WOMEN_Lacrsse,OPEXPPERTEAM_WOMEN_Soccer,OPEXPPERTEAM_WOMEN_Softball,OPEXPPERTEAM_WOMEN_Tennis,OPEXPPERTEAM_WOMEN_XCountry,OPEXPPERTEAM_WOMEN_Vollball,REV_MEN_Baseball,REV_MEN_Bskball,REV_MEN_FldHcky,REV_MEN_Football,REV_MEN_Golf,REV_MEN_IceHcky,REV_MEN_Lacrsse,REV_MEN_Soccer,REV_MEN_Softball,REV_MEN_Tennis,REV_MEN_XCountry,REV_MEN_Vollball,REV_WOMEN_Baseball,REV_WOMEN_Bskball,REV_WOMEN_FldHcky,REV_WOMEN_Football,REV_WOMEN_Golf,REV_WOMEN_IceHcky,REV_WOMEN_Lacrsse,REV_WOMEN_Soccer,REV_WOMEN_Softball,REV_WOMEN_Tennis,REV_WOMEN_XCountry,REV_WOMEN_Vollball,EXP_MEN_Baseball,EXP_MEN_Bskball,EXP_MEN_FldHcky,EXP_MEN_Football,EXP_MEN_Golf,EXP_MEN_IceHcky,EXP_MEN_Lacrsse,EXP_MEN_Soccer,EXP_MEN_Softball,EXP_MEN_Tennis,EXP_MEN_XCountry,EXP_MEN_Vollball,EXP_WOMEN_Baseball,EXP_WOMEN_Bskball,EXP_WOMEN_FldHcky,EXP_WOMEN_Football,EXP_WOMEN_Golf,EXP_WOMEN_IceHcky,EXP_WOMEN_Lacrsse,EXP_WOMEN_Soccer,EXP_WOMEN_Softball,EXP_WOMEN_Tennis,EXP_WOMEN_XCountry,EXP_WOMEN_Vollball
Lake Tahoe Community College,One College Drive,South Lake Tahoe,CA,CCCAA,323,269,592,0.0,0.0,0,0,460.0,2461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101444.0,0.0,0.0,0.0,0.0
Laney College,900 Fallon Sreet,Oakland,CA,CCCAA,672,567,1239,0.0,0.0,0,0,0.0,0.0,30.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,38818.0,0.0,0.0,48291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,0.0,73062.0,0.0,0.0,113214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17694.0,0.0,73062.0,0.0,0.0,113214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17694.0,0.0
Lassen Community College,478-200 Hwy 139,Susanville,CA,CCCAA,297,158,455,5600.0,3000.0,65,35,1501.0,1299.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,63918.0,23181.0,0.0,0.0,0.0,0.0,0.0,17596.0,0.0,0.0,0.0,0.0,0.0,12616.0,0.0,0.0,0.0,0.0,0.0,0.0,19928.0,0.0,0.0,7990.0,137471.0,74270.0,0.0,0.0,0.0,0.0,0.0,41055.0,0.0,0.0,0.0,0.0,0.0,63162.0,0.0,0.0,0.0,0.0,0.0,0.0,60341.0,0.0,0.0,43951.0,136793.0,73014.0,0.0,0.0,0.0,0.0,0.0,40455.0,0.0,0.0,0.0,0.0,0.0,60262.0,0.0,0.0,0.0,0.0,0.0,0.0,58909.0,0.0,0.0,43951.0
La Sierra University,4500 Riverwalk Parkway,Riverside,CA,NAIA Division II,484,657,1141,90537.0,90349.0,50,50,0.0,0.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,0.0,3.0,14.0,38680.0,34990.0,0.0,0.0,0.0,0.0,0.0,38464.0,0.0,0.0,4819.0,0.0,0.0,42081.0,0.0,0.0,0.0,0.0,0.0,37442.0,45763.0,0.0,4485.0,32898.0,169384.0,99010.0,0.0,0.0,0.0,0.0,0.0,98105.0,0.0,0.0,16819.0,0.0,0.0,155716.0,0.0,0.0,0.0,0.0,0.0,100702.0,130151.0,0.0,10035.0,97078.0,169384.0,99010.0,0.0,0.0,0.0,0.0,0.0,98105.0,0.0,0.0,16819.0,0.0,0.0,155716.0,0.0,0.0,0.0,0.0,0.0,100702.0,130151.0,0.0,10035.0,97078.0
Long Beach City College,4901 E. Carson St.,Long Beach,CA,CCCAA,3537,4473,8010,0.0,0.0,0,0,0.0,0.0,32.0,17.0,0.0,82.0,0.0,0.0,0.0,31.0,0.0,0.0,20.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,0.0,8.0,18.0,33813.0,13899.0,0.0,41726.0,0.0,0.0,0.0,11157.0,0.0,0.0,5539.0,16674.0,0.0,10341.0,0.0,0.0,0.0,0.0,0.0,8832.0,23691.0,0.0,5289.0,15038.0,131950.0,181253.0,0.0,447145.0,0.0,0.0,0.0,184332.0,0.0,0.0,93299.0,112178.0,0.0,141440.0,0.0,0.0,0.0,0.0,0.0,126433.0,103157.0,0.0,73471.0,69977.0,143323.0,171419.0,0.0,448460.0,0.0,0.0,0.0,181088.0,0.0,0.0,92808.0,109976.0,0.0,136140.0,0.0,0.0,0.0,0.0,0.0,127142.0,111266.0,0.0,72968.0,73530.0
Los Angeles Harbor College,1111 Figueroa Place,Wilmington,CA,CCCAA,647,737,1384,0.0,0.0,0,0,0.0,0.0,31.0,12.0,0.0,54.0,0.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,10.0,13.0,55056.0,24606.0,0.0,80689.0,0.0,0.0,0.0,26055.0,0.0,0.0,28455.0,0.0,0.0,14553.0,0.0,0.0,0.0,0.0,0.0,38418.0,19417.0,0.0,28445.0,8843.0,94970.0,63596.0,0.0,164748.0,0.0,0.0,0.0,76869.0,0.0,0.0,64092.0,0.0,0.0,74450.0,0.0,0.0,0.0,0.0,0.0,79630.0,55939.0,0.0,64092.0,37912.0,93828.0,54552.0,0.0,161378.0,0.0,0.0,0.0,64827.0,0.0,0.0,59733.0,0.0,0.0,44499.0,0.0,0.0,0.0,0.0,0.0,79190.0,46420.0,0.0,59733.0,35279.0
Los Angeles Pierce College,6201 Winnetka Ave,Woodland Hills,CA,CCCAA,1636,2039,3675,0.0,0.0,0,0,0.0,0.0,29.0,16.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,22430.0,21561.0,0.0,50179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8816.0,0.0,15013.0,0.0,0.0,0.0,0.0,0.0,18904.0,0.0,0.0,0.0,10061.0,91574.0,78995.0,0.0,151079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35252.0,0.0,60271.0,0.0,0.0,0.0,0.0,0.0,58329.0,0.0,0.0,0.0,52037.0,90237.0,76155.0,0.0,151079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35252.0,0.0,55538.0,0.0,0.0,0.0,0.0,0.0,57540.0,0.0,0.0,0.0,48697.0
Los Angeles Southwest College,1600 W. Imperial Hwy.,Los Angeles,CA,CCCAA,151,357,508,0.0,0.0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Trade Technical College,400 W Washington Blvd,Los Angeles,CA,CCCAA,1045,745,1790,0.0,0.0,0,0,144304.0,135079.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,CCCAA,1088,1293,2381,0.0,0.0,0,0,0.0,0.0,44.0,17.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,16340.0,20935.0,0.0,43944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20886.0,0.0,0.0,0.0,0.0,0.0,8509.0,8528.0,0.0,0.0,0.0,87673.0,87433.0,0.0,127393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94349.0,0.0,0.0,0.0,0.0,0.0,51060.0,56417.0,0.0,0.0,0.0,73539.0,75669.0,0.0,140008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85855.0,0.0,0.0,0.0,0.0,0.0,66062.0,69225.0,0.0,0.0,0.0
The Master's University and Seminary,21726 Placerita Canyon Road,Santa Clarita,CA,NAIA Division I,502,528,1030,1497955.0,1120820.0,57,43,23455.0,9649.0,47.0,15.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,34.0,0.0,0.0,0.0,14.0,76037.0,51983.0,0.0,0.0,58047.0,0.0,0.0,43624.0,0.0,0.0,0.0,39977.0,0.0,93404.0,0.0,0.0,29096.0,0.0,0.0,41071.0,0.0,0.0,0.0,30564.0,695624.0,716950.0,0.0,0.0,272288.0,0.0,0.0,506531.0,0.0,0.0,0.0,265756.0,0.0,632438.0,0.0,0.0,82065.0,0.0,0.0,526002.0,0.0,0.0,0.0,267163.0,695624.0,716950.0,0.0,0.0,272288.0,0.0,0.0,506531.0,0.0,0.0,0.0,265756.0,0.0,632438.0,0.0,0.0,82065.0,0.0,0.0,526002.0,0.0,0.0,0.0,267163.0
Los Angeles City College,855 N Vermont Ave,Los Angeles,CA,CCCAA,1061,1308,2369,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63992.0,0.0,0.0,0.0,0.0
Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,CCCAA,613,743,1356,0.0,0.0,0,0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,3.0,19.0,36663.0,0.0,0.0,0.0,0.0,0.0,0.0,23470.0,0.0,0.0,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,8323.0,1535.0,28215.0,160396.0,0.0,0.0,0.0,0.0,0.0,0.0,103025.0,0.0,0.0,36004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132608.0,112680.0,36004.0,104958.0,160396.0,0.0,0.0,0.0,0.0,0.0,0.0,103025.0,0.0,0.0,36004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132608.0,112680.0,36004.0,104958.0
Los Medanos College,2700 East Leland Road,Pittsburg,CA,CCCAA,1202,1408,2610,0.0,0.0,0,0,0.0,0.0,39.0,13.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,0.0,0.0,13.0,14717.0,9125.0,0.0,30176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10019.0,0.0,0.0,0.0,0.0,0.0,8179.0,7652.0,0.0,0.0,6818.0,51258.0,52165.0,0.0,89116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47542.0,0.0,0.0,0.0,0.0,0.0,35887.0,34291.0,0.0,0.0,33827.0,42560.0,56338.0,0.0,77398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39276.0,0.0,0.0,0.0,0.0,0.0,36989.0,18291.0,0.0,0.0,34111.0
Loyola Marymount University,One Lmu Drive,Los Angeles,CA,NCAA Division I without football,3174,3685,6859,4453326.0,6684751.0,40,60,326748.0,219710.0,35.0,18.0,0.0,0.0,11.0,0.0,0.0,33.0,0.0,13.0,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,10.0,17.0,15.0,387830.0,1707883.0,0.0,0.0,129048.0,0.0,0.0,174329.0,0.0,85450.0,66758.0,0.0,0.0,573355.0,0.0,0.0,0.0,0.0,0.0,179577.0,174691.0,90473.0,55251.0,167275.0,1850132.0,6095950.0,0.0,0.0,748047.0,0.0,0.0,1352349.0,0.0,624999.0,582877.0,0.0,0.0,2969431.0,0.0,0.0,0.0,0.0,0.0,1585057.0,1435081.0,815317.0,629945.0,1557753.0,1850132.0,6095950.0,0.0,0.0,748047.0,0.0,0.0,1352349.0,0.0,624999.0,582877.0,0.0,0.0,2969431.0,0.0,0.0,0.0,0.0,0.0,1585057.0,1435081.0,815317.0,629945.0,1557753.0
College of Marin,835 College Ave,Kentfield,CA,CCCAA,458,530,988,0.0,0.0,0,0,0.0,0.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,40669.0,11680.0,0.0,0.0,0.0,0.0,0.0,9908.0,0.0,0.0,0.0,0.0,0.0,11877.0,0.0,0.0,0.0,0.0,0.0,6722.0,0.0,0.0,0.0,13963.0,139521.0,71006.0,0.0,0.0,0.0,0.0,0.0,76248.0,0.0,0.0,0.0,0.0,0.0,63413.0,0.0,0.0,0.0,0.0,0.0,72371.0,0.0,0.0,0.0,55420.0,139521.0,71006.0,0.0,0.0,0.0,0.0,0.0,76248.0,0.0,0.0,0.0,0.0,0.0,63413.0,0.0,0.0,0.0,0.0,0.0,72371.0,0.0,0.0,0.0,55420.0
Mendocino College,1000 Hensley Creek Road,Ukiah,CA,CCCAA,218,457,675,0.0,0.0,0,0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,11.0,63192.0,31319.0,0.0,0.0,0.0,0.0,0.0,11498.0,0.0,0.0,0.0,0.0,0.0,23096.0,0.0,0.0,0.0,0.0,0.0,13638.0,34148.0,0.0,0.0,18883.0,110717.0,78588.0,0.0,0.0,0.0,0.0,0.0,42070.0,0.0,0.0,0.0,0.0,0.0,54889.0,0.0,0.0,0.0,0.0,0.0,54955.0,68205.0,0.0,0.0,51919.0,105973.0,71833.0,0.0,0.0,0.0,0.0,0.0,40971.0,0.0,0.0,0.0,0.0,0.0,54575.0,0.0,0.0,0.0,0.0,0.0,54879.0,66809.0,0.0,0.0,48562.0
Menlo College,1000 El Camino Real,Atherton,CA,NAIA Division I,388,322,710,3542484.0,3031482.0,54,46,17764.0,16841.0,25.0,14.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,0.0,13.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,19.0,19.0,0.0,0.0,12.0,122608.0,83679.0,0.0,0.0,61742.0,0.0,0.0,59699.0,0.0,0.0,0.0,67409.0,0.0,89943.0,0.0,0.0,55568.0,0.0,0.0,45519.0,73133.0,0.0,0.0,62350.0,940466.0,838305.0,0.0,0.0,414327.0,0.0,0.0,782651.0,0.0,0.0,0.0,504229.0,0.0,856898.0,0.0,0.0,457133.0,0.0,0.0,513996.0,659484.0,0.0,0.0,427282.0,940466.0,838305.0,0.0,0.0,414327.0,0.0,0.0,782651.0,0.0,0.0,0.0,504229.0,0.0,856898.0,0.0,0.0,457133.0,0.0,0.0,513996.0,659484.0,0.0,0.0,427282.0
Merced College,3600 M St,Merced,CA,CCCAA,1501,2207,3708,0.0,0.0,0,0,0.0,0.0,26.0,15.0,0.0,78.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,0.0,0.0,11.0,69208.0,50780.0,0.0,40966.0,0.0,0.0,0.0,39424.0,0.0,0.0,0.0,0.0,0.0,34647.0,0.0,0.0,0.0,0.0,0.0,29369.0,30307.0,0.0,0.0,29036.0,146976.0,93684.0,0.0,124745.0,0.0,0.0,0.0,77990.0,0.0,0.0,0.0,0.0,0.0,84884.0,0.0,0.0,0.0,0.0,0.0,84709.0,82355.0,0.0,0.0,79273.0,146976.0,93684.0,0.0,124745.0,0.0,0.0,0.0,77990.0,0.0,0.0,0.0,0.0,0.0,84884.0,0.0,0.0,0.0,0.0,0.0,84709.0,82355.0,0.0,0.0,79273.0
Merritt College,12500 Campus Dr,Oakland,CA,CCCAA,285,612,897,0.0,0.0,0,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,29620.0,0.0,0.0,0.0,0.0,0.0,21004.0,0.0,0.0,0.0,0.0,0.0,30130.0,0.0,0.0,0.0,0.0,0.0,20433.0,0.0,0.0,0.0,0.0,0.0,61760.0,0.0,0.0,0.0,0.0,0.0,55602.0,0.0,0.0,0.0,0.0,0.0,70521.0,0.0,0.0,0.0,0.0,0.0,57641.0,0.0,0.0,0.0,0.0,0.0,61760.0,0.0,0.0,0.0,0.0,0.0,55602.0,0.0,0.0,0.0,0.0,0.0,70521.0,0.0,0.0,0.0,0.0,0.0,57641.0,0.0,0.0,0.0,0.0
MiraCosta College,One Barnard Drive,Oceanside,CA,CCCAA,1674,2245,3919,0.0,0.0,0,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,13.0,0.0,24496.0,0.0,0.0,0.0,0.0,0.0,17216.0,0.0,0.0,0.0,0.0,0.0,25774.0,0.0,0.0,0.0,0.0,0.0,17390.0,0.0,0.0,0.0,12994.0,0.0,70538.0,0.0,0.0,0.0,0.0,0.0,59667.0,0.0,0.0,0.0,0.0,0.0,75875.0,0.0,0.0,0.0,0.0,0.0,50777.0,0.0,0.0,0.0,38637.0,0.0,68979.0,0.0,0.0,0.0,0.0,0.0,56401.0,0.0,0.0,0.0,0.0,0.0,75874.0,0.0,0.0,0.0,0.0,0.0,49737.0,0.0,0.0,0.0,38066.0
Mission College,3000 Mission College Blvd,Santa Clara,CA,CCCAA,636,626,1262,0.0,0.0,0,0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,66432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5086.0,0.0,0.0,0.0,27649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6825.0,0.0,0.0,193519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37325.0,0.0,0.0,0.0,117143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49481.0,0.0,0.0,193519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37325.0,0.0,0.0,0.0,117143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49481.0,0.0,0.0
Modesto Junior College,435 College Ave,Modesto,CA,CCCAA,1839,2791,4630,0.0,0.0,0,0,0.0,0.0,34.0,17.0,0.0,68.0,8.0,0.0,0.0,28.0,0.0,12.0,5.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,24.0,18.0,9.0,3.0,17.0,93755.0,14387.0,0.0,76715.0,25707.0,0.0,0.0,19262.0,0.0,13024.0,17001.0,0.0,0.0,18952.0,0.0,0.0,36923.0,0.0,0.0,19060.0,33851.0,9422.0,17816.0,35167.0,352004.0,172726.0,0.0,347750.0,140806.0,0.0,0.0,72400.0,0.0,114768.0,68002.0,0.0,0.0,84862.0,0.0,0.0,163237.0,0.0,0.0,204424.0,109803.0,110863.0,72415.0,114447.0,352004.0,172726.0,0.0,347750.0,140806.0,0.0,0.0,72400.0,0.0,114768.0,68002.0,0.0,0.0,84862.0,0.0,0.0,163237.0,0.0,0.0,204424.0,109803.0,110863.0,72415.0,114447.0
Monterey Peninsula College,980 Fremont St,Monterey,CA,CCCAA,840,1010,1850,0.0,0.0,0,0,0.0,0.0,27.0,15.0,0.0,64.0,7.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,15.0,65448.0,21390.0,0.0,82880.0,14931.0,0.0,0.0,11594.0,0.0,0.0,1506.0,0.0,0.0,24696.0,0.0,0.0,0.0,0.0,0.0,0.0,24192.0,2807.0,325.0,22485.0,117353.0,66663.0,0.0,154159.0,43183.0,0.0,0.0,50658.0,0.0,0.0,11871.0,0.0,0.0,62359.0,0.0,0.0,0.0,0.0,0.0,0.0,63434.0,36048.0,10616.0,56693.0,117353.0,66663.0,0.0,154159.0,43183.0,0.0,0.0,50658.0,0.0,0.0,11871.0,0.0,0.0,62359.0,0.0,0.0,0.0,0.0,0.0,0.0,63434.0,36048.0,10616.0,56693.0
Moorpark College,7075 Campus Rd,Moorpark,CA,CCCAA,2047,2186,4233,0.0,0.0,0,0,0.0,0.0,28.0,20.0,0.0,73.0,0.0,0.0,0.0,27.0,0.0,0.0,16.0,20.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,20.0,12.0,0.0,8.0,17.0,26751.0,12851.0,0.0,38834.0,0.0,0.0,0.0,7801.0,0.0,0.0,3248.0,9456.0,0.0,15672.0,0.0,0.0,2342.0,0.0,0.0,12016.0,26009.0,0.0,1624.0,8526.0,83691.0,60187.0,0.0,142756.0,0.0,0.0,0.0,34715.0,0.0,0.0,42536.0,39982.0,0.0,81401.0,0.0,0.0,40485.0,0.0,0.0,48398.0,51973.0,0.0,42536.0,64064.0,83691.0,60187.0,0.0,142756.0,0.0,0.0,0.0,34715.0,0.0,0.0,42536.0,39982.0,0.0,81401.0,0.0,0.0,40485.0,0.0,0.0,48398.0,51973.0,0.0,42536.0,64064.0
Mt San Antonio College,1100 N Grand Ave,Walnut,CA,CCCAA,4012,4285,8297,0.0,0.0,0,0,0.0,0.0,49.0,21.0,0.0,113.0,14.0,0.0,0.0,32.0,0.0,10.0,43.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,31.0,25.0,7.0,18.0,19.0,45487.0,30284.0,0.0,59933.0,9780.0,0.0,0.0,24139.0,0.0,6269.0,18956.0,0.0,0.0,56165.0,0.0,0.0,7525.0,0.0,0.0,27921.0,70848.0,4343.0,38956.0,26824.0,145696.0,114196.0,0.0,362083.0,61853.0,0.0,0.0,135774.0,0.0,21869.0,97034.0,0.0,0.0,138155.0,0.0,0.0,62741.0,0.0,0.0,122837.0,170878.0,29434.0,97034.0,91556.0,139321.0,109818.0,0.0,354269.0,59882.0,0.0,0.0,132020.0,0.0,21869.0,85583.0,0.0,0.0,128022.0,0.0,0.0,57627.0,0.0,0.0,118505.0,164682.0,28343.0,85583.0,87745.0
